date,demand
2024-07-17,6462
2024-07-18,6813
2024-07-19,5302
2024-07-20,6360
2024-07-21,4746
2024-07-22,2169
2024-07-23,2475
2024-07-24,2500
2024-07-25,2340
2024-07-26,2493
2024-07-27,2610
2024-07-28,1624
2024-07-29,2671
2024-07-30,2633
2024-07-31,2473
2024-08-01,2615
2024-08-02,2540
2024-08-03,2318
2024-08-04,1037
2024-08-05,2576
2024-08-06,2629
2024-08-07,2644
2024-08-08,2554
2024-08-09,3200
2024-08-10,2777
2024-08-11,1878
2024-08-12,2585
2024-08-13,2772
2024-08-14,2521
2024-08-15,1993
2024-08-16,2640
2024-08-17,2759
2024-08-18,1694
2024-08-19,2335
2024-08-20,2749
2024-08-21,2421
2024-08-22,2749
2024-08-23,2466
2024-08-24,2798
2024-08-25,1575
2024-08-26,1583
2024-08-27,2256
2024-08-28,2311
2024-08-29,2268
2024-08-30,2613
2024-08-31,2451
2024-09-01,898
2024-09-02,2043
2024-09-03,2323
2024-09-04,1978
2024-09-05,1975
2024-09-06,2163
2024-09-07,2737
